country,year,activity,activity_group,time_label,hour,minutes_since_midnight,value
Belgium,2000,Household and family care and related travel,Household & family care,From 19:50 to 19:59,19.833333333333332,1190.0,19.73
Belgium,2000,Household and family care and related travel,Household & family care,From 20:00 to 20:09,20.0,1200.0,18.38
Belgium,2000,Household and family care and related travel,Household & family care,From 20:10 to 20:19,20.166666666666668,1210.0,17.19
Belgium,2000,Household and family care and related travel,Household & family care,From 20:20 to 20:29,20.333333333333332,1220.0,15.37
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 04:00 to 04:09,4.0,240.0,1.01
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 04:10 to 04:19,4.166666666666667,250.0,0.85
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 04:20 to 04:29,4.333333333333333,260.0,0.81
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 04:30 to 04:39,4.5,270.0,1.09
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 04:40 to 04:49,4.666666666666667,280.0,0.97
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 04:50 to 04:59,4.833333333333333,290.0,1.16
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 05:00 to 05:09,5.0,300.0,1.78
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 05:10 to 05:19,5.166666666666667,310.0,1.34
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 05:20 to 05:29,5.333333333333333,320.0,1.25
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 05:30 to 05:39,5.5,330.0,1.84
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 05:40 to 05:49,5.666666666666667,340.0,1.74
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 05:50 to 05:59,5.833333333333333,350.0,2.09
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 06:00 to 06:09,6.0,360.0,4.81
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 06:10 to 06:19,6.166666666666667,370.0,3.12
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 06:20 to 06:29,6.333333333333333,380.0,3.74
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 06:30 to 06:39,6.5,390.0,6.15
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 06:40 to 06:49,6.666666666666667,400.0,5.09
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 06:50 to 06:59,6.833333333333333,410.0,4.95
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 07:00 to 07:09,7.0,420.0,10.7
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 07:10 to 07:19,7.166666666666667,430.0,6.62
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 07:20 to 07:29,7.333333333333333,440.0,6.71
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 07:30 to 07:39,7.5,450.0,9.13
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 07:40 to 07:49,7.666666666666667,460.0,6.5
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 07:50 to 07:59,7.833333333333333,470.0,7.59
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 08:00 to 08:09,8.0,480.0,11.95
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 08:10 to 08:19,8.166666666666666,490.0,9.0
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 08:20 to 08:29,8.333333333333334,500.0,9.1
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 08:30 to 08:39,8.5,510.0,10.8
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 08:40 to 08:49,8.666666666666666,520.0,9.55
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 08:50 to 08:59,8.833333333333334,530.0,10.06
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 09:00 to 09:09,9.0,540.0,14.58
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 09:10 to 09:19,9.166666666666666,550.0,12.58
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 09:20 to 09:29,9.333333333333334,560.0,12.58
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 09:30 to 09:39,9.5,570.0,13.6
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 09:40 to 09:49,9.666666666666666,580.0,13.28
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 09:50 to 09:59,9.833333333333334,590.0,14.45
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 10:00 to 10:09,10.0,600.0,16.23
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 10:10 to 10:19,10.166666666666666,610.0,15.29
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 10:20 to 10:29,10.333333333333334,620.0,16.14
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 10:30 to 10:39,10.5,630.0,17.29
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 10:40 to 10:49,10.666666666666666,640.0,17.41
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 10:50 to 10:59,10.833333333333334,650.0,17.5
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 11:00 to 11:09,11.0,660.0,17.92
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 11:10 to 11:19,11.166666666666666,670.0,17.67
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 11:20 to 11:29,11.333333333333334,680.0,17.91
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 11:30 to 11:39,11.5,690.0,17.68
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 11:40 to 11:49,11.666666666666666,700.0,17.16
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 11:50 to 11:59,11.833333333333334,710.0,17.16
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 12:00 to 12:09,12.0,720.0,14.18
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 12:10 to 12:19,12.166666666666666,730.0,13.09
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 12:20 to 12:29,12.333333333333334,740.0,13.06
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 12:30 to 12:39,12.5,750.0,13.69
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 12:40 to 12:49,12.666666666666666,760.0,15.37
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 12:50 to 12:59,12.833333333333334,770.0,15.65
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 13:00 to 13:09,13.0,780.0,16.06
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 13:10 to 13:19,13.166666666666666,790.0,16.88
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 13:20 to 13:29,13.333333333333334,800.0,18.02
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 13:30 to 13:39,13.5,810.0,19.7
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 13:40 to 13:49,13.666666666666666,820.0,21.77
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 13:50 to 13:59,13.833333333333334,830.0,23.1
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 14:00 to 14:09,14.0,840.0,24.14
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 14:10 to 14:19,14.166666666666666,850.0,24.78
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 14:20 to 14:29,14.333333333333334,860.0,24.75
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 14:30 to 14:39,14.5,870.0,25.0
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 14:40 to 14:49,14.666666666666666,880.0,25.31
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 14:50 to 14:59,14.833333333333334,890.0,25.55
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 15:00 to 15:09,15.0,900.0,25.29
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 15:10 to 15:19,15.166666666666666,910.0,25.46
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 15:20 to 15:29,15.333333333333334,920.0,26.53
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 15:30 to 15:39,15.5,930.0,26.71
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 15:40 to 15:49,15.666666666666666,940.0,26.94
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 15:50 to 15:59,15.833333333333334,950.0,26.99
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 16:00 to 16:09,16.0,960.0,26.85
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 16:10 to 16:19,16.166666666666668,970.0,27.11
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 16:20 to 16:29,16.333333333333332,980.0,28.48
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 16:30 to 16:39,16.5,990.0,28.59
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 16:40 to 16:49,16.666666666666668,1000.0,28.63
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 16:50 to 16:59,16.833333333333332,1010.0,28.8
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 17:00 to 17:09,17.0,1020.0,27.18
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 17:10 to 17:19,17.166666666666668,1030.0,27.35
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 17:20 to 17:29,17.333333333333332,1040.0,27.74
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 17:30 to 17:39,17.5,1050.0,26.67
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 17:40 to 17:49,17.666666666666668,1060.0,26.23
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 17:50 to 17:59,17.833333333333332,1070.0,25.95
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 18:00 to 18:09,18.0,1080.0,22.7
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 18:10 to 18:19,18.166666666666668,1090.0,22.8
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 18:20 to 18:29,18.333333333333332,1100.0,22.36
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 18:30 to 18:39,18.5,1110.0,22.33
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 18:40 to 18:49,18.666666666666668,1120.0,22.29
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 18:50 to 18:59,18.833333333333332,1130.0,21.89
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 19:00 to 19:09,19.0,1140.0,18.62
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 19:10 to 19:19,19.166666666666668,1150.0,19.26
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 19:20 to 19:29,19.333333333333332,1160.0,19.39
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 19:30 to 19:39,19.5,1170.0,19.76
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 19:40 to 19:49,19.666666666666668,1180.0,20.47
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 19:50 to 19:59,19.833333333333332,1190.0,21.47
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 20:00 to 20:09,20.0,1200.0,21.18
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 20:10 to 20:19,20.166666666666668,1210.0,21.54
Belgium,2000,"Leisure, social and associative life except TV and video",Leisure (social),From 20:20 to 20:29,20.333333333333332,1220.0,22.1
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 04:00 to 04:09,4.0,240.0,0.24
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 04:10 to 04:19,4.166666666666667,250.0,0.23
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 04:20 to 04:29,4.333333333333333,260.0,0.25
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 04:30 to 04:39,4.5,270.0,0.27
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 04:40 to 04:49,4.666666666666667,280.0,0.29
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 04:50 to 04:59,4.833333333333333,290.0,0.31
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 05:00 to 05:09,5.0,300.0,0.27
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 05:10 to 05:19,5.166666666666667,310.0,0.27
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 05:20 to 05:29,5.333333333333333,320.0,0.36
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 05:30 to 05:39,5.5,330.0,0.37
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 05:40 to 05:49,5.666666666666667,340.0,0.3
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 05:50 to 05:59,5.833333333333333,350.0,0.36
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 06:00 to 06:09,6.0,360.0,0.34
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 06:10 to 06:19,6.166666666666667,370.0,0.37
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 06:20 to 06:29,6.333333333333333,380.0,0.41
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 06:30 to 06:39,6.5,390.0,0.54
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 06:40 to 06:49,6.666666666666667,400.0,0.62
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 06:50 to 06:59,6.833333333333333,410.0,0.7
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 07:00 to 07:09,7.0,420.0,0.77
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 07:10 to 07:19,7.166666666666667,430.0,0.66
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 07:20 to 07:29,7.333333333333333,440.0,0.89
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 07:30 to 07:39,7.5,450.0,1.05
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 07:40 to 07:49,7.666666666666667,460.0,1.27
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 07:50 to 07:59,7.833333333333333,470.0,1.35
Belgium,2000,Unspecified time use and travel,Other / unspecified,From 08:00 to 08:09,8.0,480.0,1.2
